"DESCRIPTION","DURATION IN MS","NAME","PARENT SUITE","START TIME","STATUS","STOP TIME","SUB SUITE","SUITE","TEST CLASS","TEST METHOD"
"","3106","test_unblock_friends","scripts","Thu May 22 18:11:22 CST 2025","passed","Thu May 22 18:11:25 CST 2025","TestAppFriendsInfo","test_04_friends_info","",""
